SISTEMA,CENTRO DE CONTROL REGIONAL,ZONA DE CARGA,CLAVE,NOMBRE,NIVEL DE TENSIÓN (kV),DIRECTAMENTE MODELADA,INDIRECTAMENTE MODELADA,DIRECTAMENTE MODELADA,INDIRECTAMENTE MODELADA,ZONA DE OPERACIÓN DE TRANSMISIÓN,GERENCIA REGIONAL DE TRANSMISIÓN,ZONA DE DISTRIBUCIÓN,GERENCIA DIVISIONAL DE DISTRIBUCIÓN,CLAVE DE ENTIDAD FEDERATIVA (INEGI),ENTIDAD FEDERATIVA (INEGI),CLAVE DE MUNICIPIO (INEGI),MUNICIPIO (INEGI),REGION DE TRANSMISION
SIN,ORIENTAL,PUEBLA,02PDM-115,Puebla Dos Mil,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,PUEBLA ORIENTE,CENTRO ORIENTE,21.0,PUEBLA,114.0,PUEBLA,PUEBLA
SIN,ORIENTAL,PUEBLA,02PON-115,Poniente,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,PUEBLA PONIENTE,CENTRO ORIENTE,21.0,PUEBLA,140.0,SAN PEDRO CHOLULA,PUEBLA
SIN,ORIENTAL,PUEBLA,02PSF-115,Puebla Uno SF6,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,PUEBLA PONIENTE,CENTRO ORIENTE,21.0,PUEBLA,114.0,PUEBLA,PUEBLA
SIN,ORIENTAL,PUEBLA,02RSN-115,Resurreccion,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,PUEBLA PONIENTE,CENTRO ORIENTE,29.0,TLAXCALA,25.0,SAN PABLO DEL MONTE,PUEBLA
SIN,ORIENTAL,PUEBLA,02TCL-115,Tecali,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,PUEBLA ORIENTE,CENTRO ORIENTE,21.0,PUEBLA,153.0,TECALI DE HERRERA,PUEBLA
SIN,ORIENTAL,PUEBLA,02TNZ-115,Tonantzintla,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,PUEBLA PONIENTE,CENTRO ORIENTE,21.0,PUEBLA,119.0,SAN ANDRES CHOLULA,PUEBLA
SIN,ORIENTAL,PUEBLA,02TRP-230,Ternium Mexico - Largos Puebla  ,230.0,Directamente Modelada,No Aplica,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,PUEBLA ORIENTE,CENTRO ORIENTE,21.0,PUEBLA,136.0,SAN MIGUEL XOXTLA,PUEBLA
SIN,ORIENTAL,PUEBLA,02VSE-115,Valsequillo,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,PUEBLA ORIENTE,CENTRO ORIENTE,21.0,PUEBLA,114.0,PUEBLA,PUEBLA
SIN,ORIENTAL,PUEBLA,02VWG-115,Volkswagen,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,PUEBLA PONIENTE,CENTRO ORIENTE,21.0,PUEBLA,41.0,CUAUTLANCINGO,PUEBLA
SIN,ORIENTAL,SAN CRISTOBAL,02AAA-115,Acala,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,SAN CRISTOBAL,SURESTE,7.0,CHIAPAS,2.0,ACALA,GRIJALVA
SIN,ORIENTAL,SAN CRISTOBAL,02CJT-115,Comitan,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,SAN CRISTOBAL,SURESTE,7.0,CHIAPAS,19.0,COMITAN DE DOMINGUEZ,GRIJALVA
SIN,ORIENTAL,SAN CRISTOBAL,02CRI-115,Cristobal San,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,SAN CRISTOBAL,SURESTE,7.0,CHIAPAS,78.0,SAN CRISTOBAL DE LAS CASAS,GRIJALVA
SIN,ORIENTAL,SAN CRISTOBAL,02FCM-115,Frontera Comalapa,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,SAN CRISTOBAL,SURESTE,7.0,CHIAPAS,34.0,FRONTERA COMALAPA,GRIJALVA
SIN,ORIENTAL,SAN CRISTOBAL,02FLM-115,Flores Magon,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,SAN CRISTOBAL,SURESTE,7.0,CHIAPAS,106.0,VENUSTIANO CARRANZA,GRIJALVA
SIN,ORIENTAL,SAN CRISTOBAL,02OCO-115,Ocozingo,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,SAN CRISTOBAL,SURESTE,7.0,CHIAPAS,59.0,OCOSINGO,GRIJALVA
SIN,ORIENTAL,SAN CRISTOBAL,02OXC-115,Oxchuc,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,SAN CRISTOBAL,SURESTE,7.0,CHIAPAS,64.0,OXCHUC,GRIJALVA
SIN,ORIENTAL,SAN CRISTOBAL,02SCH-115,Schpoina,115.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,SURESTE,SURESTE,SAN CRISTOBAL,SURESTE,7.0,CHIAPAS,106.0,VENUSTIANO CARRANZA,GRIJALVA
SIN,ORIENTAL,SAN CRISTOBAL,02SCO-115,San Cristobal Oriente,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,SAN CRISTOBAL,SURESTE,7.0,CHIAPAS,78.0,SAN CRISTOBAL DE LAS CASAS,GRIJALVA
SIN,ORIENTAL,SAN CRISTOBAL,02TNI-115,Trinitaria,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,SAN CRISTOBAL,SURESTE,7.0,CHIAPAS,19.0,COMITAN DE DOMINGUEZ,GRIJALVA
SIN,ORIENTAL,SAN MARTIN,02AMF-115,Auto Manufacturas,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,SAN MARTIN,CENTRO ORIENTE,21.0,PUEBLA,132.0,SAN MARTIN TEXMELUCAN,PUEBLA
SIN,ORIENTAL,SAN MARTIN,02CDX-115,Ciudad Textil,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,SAN MARTIN,CENTRO ORIENTE,21.0,PUEBLA,74.0,HUEJOTZINGO,PUEBLA
SIN,ORIENTAL,SAN MARTIN,02CTX-115,Crisol Textil,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,SAN MARTIN,CENTRO ORIENTE,21.0,PUEBLA,74.0,HUEJOTZINGO,PUEBLA
SIN,ORIENTAL,SAN MARTIN,02DXM-115,DPA Draexlmaier Partes Automotoras de Mexico,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,SAN MARTIN,CENTRO ORIENTE,21.0,PUEBLA,74.0,HUEJOTZINGO,PUEBLA
SIN,ORIENTAL,SAN MARTIN,02GDM-115,Global Denim,115.0,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,PUEBLA - TLAXCALA,CENTRAL,SAN MARTIN,CENTRO ORIENTE,21.0,PUEBLA,132.0,SAN MARTIN TEXMELUCAN,PUEBLA
SIN,ORIENTAL,SAN MARTIN,02HJO-115,Huejotzingo,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,SAN MARTIN,CENTRO ORIENTE,21.0,PUEBLA,74.0,HUEJOTZINGO,PUEBLA
SIN,ORIENTAL,SAN MARTIN,02KRU-115,Krupp,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,SAN MARTIN,CENTRO ORIENTE,29.0,TLAXCALA,44.0,ZACATELCO,PUEBLA
SIN,ORIENTAL,SAN MARTIN,02LOA-115,Lamosa,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,SAN MARTIN,CENTRO ORIENTE,29.0,TLAXCALA,15.0,IXTACUIXTLA DE MARIANO MATAMOROS,PUEBLA
SIN,ORIENTAL,SAN MARTIN,02LSL-115,Lapsolite,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,SAN MARTIN,CENTRO ORIENTE,21.0,PUEBLA,132.0,SAN MARTIN TEXMELUCAN,PUEBLA
SIN,ORIENTAL,SAN MARTIN,02MAR-115,San Martin,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,SAN MARTIN,CENTRO ORIENTE,29.0,TLAXCALA,19.0,TEPETITLA DE LARDIZABAL,PUEBLA
SIN,ORIENTAL,SAN MARTIN,02MOA-115,El Moral,115.0,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,PUEBLA - TLAXCALA,CENTRAL,SAN MARTIN,CENTRO ORIENTE,21.0,PUEBLA,132.0,SAN MARTIN TEXMELUCAN,PUEBLA
SIN,ORIENTAL,SAN MARTIN,02PEI-115,Complejo Petroquimico Independencia,115.0,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,PUEBLA - TLAXCALA,CENTRAL,SAN MARTIN,CENTRO ORIENTE,21.0,PUEBLA,132.0,SAN MARTIN TEXMELUCAN,PUEBLA
SIN,ORIENTAL,SAN MARTIN,02SMG-115,San Miguel,115.0,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,PUEBLA - TLAXCALA,CENTRAL,SAN MARTIN,CENTRO ORIENTE,21.0,PUEBLA,74.0,HUEJOTZINGO,PUEBLA
SIN,ORIENTAL,SAN MARTIN,02TKN-115,Textiles KN de Oriente,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,SAN MARTIN,CENTRO ORIENTE,21.0,PUEBLA,132.0,SAN MARTIN TEXMELUCAN,PUEBLA
SIN,ORIENTAL,SAN MARTIN,02TTM-115,Industrial Textil de Puebla,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,SAN MARTIN,CENTRO ORIENTE,29.0,TLAXCALA,19.0,TEPETITLA DE LARDIZABAL,PUEBLA
SIN,ORIENTAL,TAPACHULA,02ARR-115,Arriaga,115.0,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,SURESTE,SURESTE,TAPACHULA,SURESTE,7.0,CHIAPAS,9.0,ARRIAGA,GRIJALVA
SIN,ORIENTAL,TAPACHULA,02AYA-115,Acacoyaua,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,TAPACHULA,SURESTE,7.0,CHIAPAS,1.0,ACACOYAGUA,GRIJALVA
SIN,ORIENTAL,TAPACHULA,02BDD-115,Belisario Dominguez II,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,TAPACHULA,SURESTE,7.0,CHIAPAS,57.0,MOTOZINTLA,GRIJALVA
SIN,ORIENTAL,TAPACHULA,02BDZ-115,Belisario Dominguez,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,TAPACHULA,SURESTE,7.0,CHIAPAS,89.0,TAPACHULA,GRIJALVA
SIN,ORIENTAL,TAPACHULA,02CCL-69,Cecilio del Valle,69.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,SURESTE,SURESTE,TAPACHULA,SURESTE,7.0,CHIAPAS,89.0,TAPACHULA,GRIJALVA
SIN,ORIENTAL,TAPACHULA,02CFV-115,CEFERESO Villacomaltitlan,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,TAPACHULA,SURESTE,7.0,CHIAPAS,71.0,VILLA COMALTITLAN,GRIJALVA
SIN,ORIENTAL,TAPACHULA,02CGO-115,Cd Hidalgo Chiapas,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,TAPACHULA,SURESTE,7.0,CHIAPAS,87.0,SUCHIATE,GRIJALVA
SIN,ORIENTAL,TAPACHULA,02HUX-115,Huixtla,115.0,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,SURESTE,SURESTE,TAPACHULA,SURESTE,7.0,CHIAPAS,40.0,HUIXTLA,GRIJALVA
SIN,ORIENTAL,TAPACHULA,02MAP-115,Mapastepec,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,TAPACHULA,SURESTE,7.0,CHIAPAS,51.0,MAPASTEPEC,GRIJALVA
SIN,ORIENTAL,TAPACHULA,02MAZ-115,Mazatan,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,TAPACHULA,SURESTE,7.0,CHIAPAS,54.0,MAZATAN,GRIJALVA
SIN,ORIENTAL,TAPACHULA,02MTO-115,Motozintla,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,TAPACHULA,SURESTE,7.0,CHIAPAS,57.0,MOTOZINTLA,GRIJALVA
SIN,ORIENTAL,TAPACHULA,02PJJ-115,Pijijiapam,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,TAPACHULA,SURESTE,7.0,CHIAPAS,69.0,PIJIJIAPAN,GRIJALVA
SIN,ORIENTAL,TAPACHULA,02PTM-115,Puerto Madero,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,TAPACHULA,SURESTE,7.0,CHIAPAS,89.0,TAPACHULA,GRIJALVA
SIN,ORIENTAL,TAPACHULA,02PUC-115,Puerto Chiapas,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,TAPACHULA,SURESTE,7.0,CHIAPAS,89.0,TAPACHULA,GRIJALVA
SIN,ORIENTAL,TAPACHULA,02SWA-115,Switcheo Arriaga,115.0,No Aplica,No Aplica,Directamente Modelada,No Aplica,SURESTE,SURESTE,TAPACHULA,SURESTE,7.0,CHIAPAS,9.0,ARRIAGA,GRIJALVA
SIN,ORIENTAL,TAPACHULA,02TAE-115,Tapachula Aeropuerto,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,TAPACHULA,SURESTE,7.0,CHIAPAS,89.0,TAPACHULA,GRIJALVA
SIN,ORIENTAL,TAPACHULA,02TCH-115,Tapachula,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,TAPACHULA,SURESTE,7.0,CHIAPAS,89.0,TAPACHULA,GRIJALVA
SIN,ORIENTAL,TAPACHULA,02TNA-115,Tonala,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,TAPACHULA,SURESTE,7.0,CHIAPAS,97.0,TONALA,GRIJALVA
SIN,ORIENTAL,TAPACHULA,02TOE-115,Tapachula Oriente,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,SURESTE,SURESTE,TAPACHULA,SURESTE,7.0,CHIAPAS,89.0,TAPACHULA,GRIJALVA
SIN,ORIENTAL,TECAMACHALCO,02ACZ-115,Acatzingo,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,TECAMACHALCO,CENTRO ORIENTE,21.0,PUEBLA,4.0,ACATZINGO,PUEBLA
SIN,ORIENTAL,TECAMACHALCO,02ERZ-115,Esperanza,115.0,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,PUEBLA - TLAXCALA,CENTRAL,TECAMACHALCO,CENTRO ORIENTE,21.0,PUEBLA,110.0,PALMAR DE BRAVO,PUEBLA
SIN,ORIENTAL,TECAMACHALCO,02LIB-115,Libres,115.0,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,PUEBLA - TLAXCALA,CENTRAL,TECAMACHALCO,CENTRO ORIENTE,21.0,PUEBLA,94.0,LIBRES,PUEBLA
SIN,ORIENTAL,TECAMACHALCO,02PLB-115,Palmar de Bravo,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,TECAMACHALCO,CENTRO ORIENTE,21.0,PUEBLA,110.0,PALMAR DE BRAVO,PUEBLA
SIN,ORIENTAL,TECAMACHALCO,02TLD-115,Tecamachalco II,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,TECAMACHALCO,CENTRO ORIENTE,21.0,PUEBLA,154.0,TECAMACHALCO,PUEBLA
SIN,ORIENTAL,TECAMACHALCO,02TML-115,Tecamachalco,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,TECAMACHALCO,CENTRO ORIENTE,21.0,PUEBLA,154.0,TECAMACHALCO,PUEBLA
SIN,ORIENTAL,TECAMACHALCO,02TOC-230,Cementos Tolteca,230.0,Directamente Modelada,No Aplica,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,TECAMACHALCO,CENTRO ORIENTE,21.0,PUEBLA,153.0,TECALI DE HERRERA,PUEBLA
SIN,ORIENTAL,TECAMACHALCO,02TPE-115,Tepeaca,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,TECAMACHALCO,CENTRO ORIENTE,21.0,PUEBLA,164.0,TEPEACA,PUEBLA
SIN,ORIENTAL,TECAMACHALCO,02TPI-115,Tepeji,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,TECAMACHALCO,CENTRO ORIENTE,21.0,PUEBLA,169.0,TEPEXI DE RODRIGUEZ,PUEBLA
SIN,ORIENTAL,TECAMACHALCO,02ZTP-115,Zacatepec,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,TECAMACHALCO,CENTRO ORIENTE,21.0,PUEBLA,108.0,ORIENTAL,PUEBLA
SIN,ORIENTAL,TEHUACAN,02CPA-115,Coapan,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,TEHUACAN,CENTRO ORIENTE,21.0,PUEBLA,156.0,TEHUACAN,PUEBLA
SIN,ORIENTAL,TEHUACAN,02PEC-115,Proteinas el Calvario,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,TEHUACAN,CENTRO ORIENTE,21.0,PUEBLA,185.0,TLAPANALA,PUEBLA
SIN,ORIENTAL,TEHUACAN,02THN-115,Tehuacan,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,TEHUACAN,CENTRO ORIENTE,21.0,PUEBLA,156.0,TEHUACAN,PUEBLA
SIN,ORIENTAL,TEHUACAN,02TTP-115,Tlacotepec,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,TEHUACAN,CENTRO ORIENTE,21.0,PUEBLA,177.0,TLACOTEPEC DE BENITO JUAREZ,PUEBLA
SIN,ORIENTAL,TEHUACAN,02ZIP-115,Zinacatepec,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,PUEBLA - TLAXCALA,CENTRAL,TEHUACAN,CENTRO ORIENTE,21.0,PUEBLA,10.0,AJALPAN,PUEBLA
SIN,ORIENTAL,TEHUANTEPEC,02ASI-115,Aquasistemas,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,TEHUANTEPEC,SURESTE,20.0,OAXACA,79.0,SALINA CRUZ,TEMASCAL
SIN,ORIENTAL,TEHUANTEPEC,02CCA-115,Cementos Cruz Azul,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,TEHUANTEPEC,SURESTE,20.0,OAXACA,10.0,EL BARRIO DE LA SOLEDAD,TEMASCAL
SIN,ORIENTAL,TEHUANTEPEC,02IPO-115,Ixtepec Potencia,115.0,No Aplica,No Aplica,Directamente Modelada,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,TEHUANTEPEC,SURESTE,20.0,OAXACA,14.0,CIUDAD IXTEPEC,IXTEPEC
SIN,ORIENTAL,TEHUANTEPEC,02IPO-230,Ixtepec Potencia,230.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,TEHUANTEPEC,SURESTE,20.0,OAXACA,14.0,CIUDAD IXTEPEC,IXTEPEC
SIN,ORIENTAL,TEHUANTEPEC,02IXP-115,Ixtepec,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,TEHUANTEPEC,SURESTE,20.0,OAXACA,14.0,CIUDAD IXTEPEC,IXTEPEC
SIN,ORIENTAL,TEHUANTEPEC,02JUC-115,Juchitan Uno,115.0,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,COATZACOALCOS - ISTMO,ORIENTE,TEHUANTEPEC,SURESTE,20.0,OAXACA,43.0,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,IXTEPEC
SIN,ORIENTAL,TEHUANTEPEC,02JUD-115,Juchitan Dos,115.0,No Aplica,No Aplica,Directamente Modelada,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,TEHUANTEPEC,SURESTE,20.0,OAXACA,43.0,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,IXTEPEC
SIN,ORIENTAL,TEHUANTEPEC,02JUD-230,Juchitan Dos,230.0,No Aplica,No Aplica,Directamente Modelada,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,TEHUANTEPEC,SURESTE,20.0,OAXACA,43.0,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,IXTEPEC
SIN,ORIENTAL,TEHUANTEPEC,02LVD-230,La Venta Dos,230.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,TEHUANTEPEC,SURESTE,20.0,OAXACA,43.0,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,IXTEPEC
SIN,ORIENTAL,TEHUANTEPEC,02MRO-115,Matias Romero,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,TEHUANTEPEC,SURESTE,20.0,OAXACA,57.0,MATIAS ROMERO AVENDAÑO,IXTEPEC
SIN,ORIENTAL,TEHUANTEPEC,02RSC-115,Refineria Salina Cruz,115.0,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,TEHUANTEPEC,SURESTE,20.0,OAXACA,79.0,SALINA CRUZ,TEMASCAL
SIN,ORIENTAL,TEHUANTEPEC,02SAC-115,Salina Cruz,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,TEHUANTEPEC,SURESTE,20.0,OAXACA,79.0,SALINA CRUZ,IXTEPEC
SIN,ORIENTAL,TEHUANTEPEC,02SRB-115,Sarabia,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,TEHUANTEPEC,SURESTE,20.0,OAXACA,198.0,SAN JUAN GUICHICOVI,TEMASCAL
SIN,ORIENTAL,TEHUANTEPEC,02STD-115,Santo Domingo,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,TEHUANTEPEC,SURESTE,20.0,OAXACA,515.0,SANTO DOMINGO TEHUANTEPEC,IXTEPEC
SIN,ORIENTAL,TEHUANTEPEC,02THT-115,Tehuantepec,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,TEHUANTEPEC,SURESTE,20.0,OAXACA,515.0,SANTO DOMINGO TEHUANTEPEC,IXTEPEC
SIN,ORIENTAL,TEHUANTEPEC,02TNL-115,Tecnologico,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,TEHUANTEPEC,SURESTE,20.0,OAXACA,79.0,SALINA CRUZ,IXTEPEC
SIN,ORIENTAL,TEHUANTEPEC,02TNP-115,Tapanatepec,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,TEHUANTEPEC,SURESTE,20.0,OAXACA,327.0,SAN PEDRO TAPANATEPEC,TEMASCAL
SIN,ORIENTAL,TEHUANTEPEC,02TST-115,Transismica,115.0,No Aplica,No Aplica,Directamente Modelada,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,TEHUANTEPEC,SURESTE,20.0,OAXACA,14.0,CIUDAD IXTEPEC,IXTEPEC
SIN,ORIENTAL,TEHUANTEPEC,02VMN-230,La Venta Maniobras,230.0,No Aplica,No Aplica,Directamente Modelada,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,TEHUANTEPEC,SURESTE,20.0,OAXACA,515.0,SANTO DOMINGO TEHUANTEPEC,IXTEPEC
SIN,ORIENTAL,TEHUANTEPEC,02ZNT-115,Zanatepec,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COATZACOALCOS - ISTMO,ORIENTE,TEHUANTEPEC,SURESTE,20.0,OAXACA,525.0,SANTO DOMINGO ZANATEPEC,IXTEPEC
SIN,ORIENTAL,TEZIUTLAN,02AXO-115,Atexcaco,115.0,No Aplica,No Aplica,Directamente Modelada,No Aplica,POZARICA - TEZIUTLAN,ORIENTE,TEZIUTLAN,ORIENTE,21.0,PUEBLA,75.0,HUEYAPAN,POZA RICA
SIN,ORIENTAL,TEZIUTLAN,02ECT-115,Encanto,115.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,POZARICA - TEZIUTLAN,ORIENTE,TEZIUTLAN,ORIENTE,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,183.0,TLAPACOYAN,POZA RICA
SIN,ORIENTAL,TEZIUTLAN,02HMS-115,Humeros Los,115.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,POZARICA - TEZIUTLAN,ORIENTE,TEZIUTLAN,ORIENTE,21.0,PUEBLA,54.0,CHIGNAUTLA,POZA RICA
SIN,ORIENTAL,TEZIUTLAN,02HMT-115,Humeros Tres,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,POZARICA - TEZIUTLAN,ORIENTE,TEZIUTLAN,ORIENTE,21.0,PUEBLA,54.0,CHIGNAUTLA,POZA RICA
SIN,ORIENTAL,TEZIUTLAN,02HYN-115,Hueyapan,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,POZARICA - TEZIUTLAN,ORIENTE,TEZIUTLAN,ORIENTE,21.0,PUEBLA,173.0,TETELES DE AVILA CASTILLO,POZA RICA
SIN,ORIENTAL,TEZIUTLAN,02LGP-115,La Guadalupe,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,POZARICA - TEZIUTLAN,ORIENTE,TEZIUTLAN,ORIENTE,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,158.0,TECOLUTLA,POZA RICA
