SISTEMA,CENTRO DE CONTROL REGIONAL,ZONA DE CARGA,CLAVE,NOMBRE,NIVEL DE TENSIÓN (kV),DIRECTAMENTE MODELADA,INDIRECTAMENTE MODELADA,DIRECTAMENTE MODELADA,INDIRECTAMENTE MODELADA,ZONA DE OPERACIÓN DE TRANSMISIÓN,GERENCIA REGIONAL DE TRANSMISIÓN,ZONA DE DISTRIBUCIÓN,GERENCIA DIVISIONAL DE DISTRIBUCIÓN,CLAVE DE ENTIDAD FEDERATIVA (INEGI),ENTIDAD FEDERATIVA (INEGI),CLAVE DE MUNICIPIO (INEGI),MUNICIPIO (INEGI),REGION DE TRANSMISION
SIN,CENTRAL,VDM SUR,01TAX-230,Taxqueña,230.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,METROPOLITANA,CENTRAL,UNIVERSIDAD,VALLE DE MEXICO SUR,9.0,CIUDAD DE MEXICO,3.0,COYOACAN,CENTRAL
SIN,CENTRAL,VDM SUR,01TAX-85,Taxqueña,85.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,METROPOLITANA,CENTRAL,UNIVERSIDAD,VALLE DE MEXICO SUR,9.0,CIUDAD DE MEXICO,3.0,COYOACAN,CENTRAL
SIN,CENTRAL,VDM SUR,01TDK-230,Toluca 2000,230.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,TOLUCA,VALLE DE MEXICO SUR,15.0,MEXICO,106.0,TOLUCA,CENTRAL
SIN,CENTRAL,VDM SUR,01TDV-85,Tenango del Valle,85.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,TENANGO,VALLE DE MEXICO SUR,15.0,MEXICO,90.0,TENANGO DEL VALLE,CENTRAL
SIN,CENTRAL,VDM SUR,01TIA-230,Tianguistenco,230.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,TENANGO,VALLE DE MEXICO SUR,15.0,MEXICO,101.0,TIANGUISTENCO,CENTRAL
SIN,CENTRAL,VDM SUR,01TOL-85,Toluca,85.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,TOLUCA,VALLE DE MEXICO SUR,15.0,MEXICO,106.0,TOLUCA,CENTRAL
SIN,CENTRAL,VDM SUR,01TOP-230,Topilejo,230.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,METROPOLITANA,CENTRAL,COAPA,VALLE DE MEXICO SUR,9.0,CIUDAD DE MEXICO,12.0,TLALPAN,CENTRAL
SIN,CENTRAL,VDM SUR,01TTC-230,Totoltepec,230.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,TOLUCA,VALLE DE MEXICO SUR,15.0,MEXICO,106.0,TOLUCA,CENTRAL
SIN,CENTRAL,VDM SUR,01TTO-85,Tlatelulco,85.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,TENANGO,VALLE DE MEXICO SUR,15.0,MEXICO,54.0,METEPEC,CENTRAL
SIN,CENTRAL,VDM SUR,01VDT-85,Vidriera Toluca,85.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,TOLUCA,CENTRAL,TOLUCA,VALLE DE MEXICO SUR,15.0,MEXICO,106.0,TOLUCA,CENTRAL
SIN,CENTRAL,VDM SUR,01XOC-230,Xochimilco,230.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,METROPOLITANA,CENTRAL,COAPA,VALLE DE MEXICO SUR,9.0,CIUDAD DE MEXICO,13.0,XOCHIMILCO,CENTRAL
SIN,CENTRAL,VDM SUR,01ZAR-230,Zaragoza,230.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,METROPOLITANA,CENTRAL,ERMITA,VALLE DE MEXICO SUR,9.0,CIUDAD DE MEXICO,7.0,IZTAPALAPA,CENTRAL
SIN,CENTRAL,VDM SUR,01ZIC-85,Zictepec,85.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,TOLUCA,CENTRAL,TENANGO,VALLE DE MEXICO SUR,15.0,MEXICO,90.0,TENANGO DEL VALLE,CENTRAL
SIN,No Aplica,No Aplica,06EAP-138,Eagle Pass,138.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica
SIN,No Aplica,No Aplica,06LAA-138,Laredo Americano,138.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica
SIN,No Aplica,No Aplica,06RRD-138,Rail Road,138.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica
SIN,No Aplica,No Aplica,08BEL-115,Belice,115.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica
SIN,No Aplica,No Aplica,09LBR-230,Los Brillantes,230.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica
SIN,NORESTE,HUASTECA,06ABR-115,Abra,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,HUASTECA,ORIENTE,MANTE,GOLFO CENTRO,28.0,TAMAULIPAS,21.0,EL MANTE,VALLES
SIN,NORESTE,HUASTECA,06AZT-115,Aztecas,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,HUASTECA,ORIENTE,MANTE,GOLFO CENTRO,28.0,TAMAULIPAS,12.0,GONZALEZ,HUASTECA
SIN,NORESTE,HUASTECA,06EBA-115,Ebanos,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,HUASTECA,ORIENTE,VALLES,GOLFO CENTRO,24.0,SAN LUIS POTOSI,28.0,SAN LUIS POTOSI,HUASTECA
SIN,NORESTE,HUASTECA,06LBR-115,Libramiento,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,HUASTECA,ORIENTE,MANTE,GOLFO CENTRO,28.0,TAMAULIPAS,21.0,EL MANTE,HUASTECA
SIN,NORESTE,HUASTECA,06MAN-115,Mante,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,HUASTECA,ORIENTE,MANTE,GOLFO CENTRO,28.0,TAMAULIPAS,21.0,EL MANTE,HUASTECA
SIN,NORESTE,HUASTECA,06MGN-115,San Miguel el Naranjo,115.0,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,HUASTECA,ORIENTE,VALLES,GOLFO CENTRO,24.0,SAN LUIS POTOSI,58.0,EL NARANJO,VALLES
SIN,NORESTE,HUASTECA,06MSO-115,Museo,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,HUASTECA,ORIENTE,VALLES,GOLFO CENTRO,24.0,SAN LUIS POTOSI,13.0,CIUDAD VALLES,VALLES
SIN,NORESTE,HUASTECA,06MUL-115,Manuel,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,HUASTECA,ORIENTE,MANTE,GOLFO CENTRO,28.0,TAMAULIPAS,21.0,EL MANTE,HUASTECA
SIN,NORESTE,HUASTECA,06STO-115,El Salto,115.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,HUASTECA,ORIENTE,VALLES,GOLFO CENTRO,24.0,SAN LUIS POTOSI,58.0,EL NARANJO,VALLES
SIN,NORESTE,HUASTECA,06VAL-115,Valle Alto,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,HUASTECA,ORIENTE,VALLES,GOLFO CENTRO,24.0,SAN LUIS POTOSI,13.0,CIUDAD VALLES,VALLES
SIN,NORESTE,HUASTECA,06VES-115,Valles,115.0,Directamente Modelada,Indirectamente Modelada,No Aplica,Indirectamente Modelada,HUASTECA,ORIENTE,VALLES,GOLFO CENTRO,24.0,SAN LUIS POTOSI,13.0,CIUDAD VALLES,VALLES
SIN,NORESTE,HUEJUTLA,06APX-115,Atlapexco,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,HUASTECA,ORIENTE,HUEJUTLA,GOLFO CENTRO,13.0,HIDALGO,11.0,ATLAPEXCO,HUASTECA
SIN,NORESTE,HUEJUTLA,06PAN-115,Panuco,115.0,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,HUASTECA,ORIENTE,TAMPICO,GOLFO CENTRO,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,123.0,PANUCO,HUASTECA
SIN,NORESTE,MATAMOROS,06CEN-138,Central,138.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,MATAMOROS,GOLFO NORTE,28.0,TAMAULIPAS,22.0,MATAMOROS,MATAMOROS
SIN,NORESTE,MATAMOROS,06CIM-138,CIMA,138.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,MATAMOROS,GOLFO NORTE,28.0,TAMAULIPAS,22.0,MATAMOROS,MATAMOROS
SIN,NORESTE,MATAMOROS,06INV-138,Infonavit,138.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,MATAMOROS,GOLFO NORTE,28.0,TAMAULIPAS,22.0,MATAMOROS,MATAMOROS
SIN,NORESTE,MATAMOROS,06JAD-138,Jardin Dos,138.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,MATAMOROS,GOLFO NORTE,28.0,TAMAULIPAS,22.0,MATAMOROS,MATAMOROS
SIN,NORESTE,MATAMOROS,06LTO-138,Las Torres,138.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,MATAMOROS,GOLFO NORTE,28.0,TAMAULIPAS,22.0,MATAMOROS,MATAMOROS
SIN,NORESTE,MATAMOROS,06MTM-138,Matamoros,138.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,MATAMOROS,GOLFO NORTE,28.0,TAMAULIPAS,22.0,MATAMOROS,MATAMOROS
SIN,NORESTE,MATAMOROS,06OTE-138,Oriente,138.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,MATAMOROS,GOLFO NORTE,28.0,TAMAULIPAS,22.0,MATAMOROS,MATAMOROS
SIN,NORESTE,MATAMOROS,06SEN-138,Sendero Nacional,138.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,MATAMOROS,GOLFO NORTE,28.0,TAMAULIPAS,22.0,MATAMOROS,MATAMOROS
SIN,NORESTE,MATAMOROS,06TCO-138,Trico,138.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,MATAMOROS,GOLFO NORTE,28.0,TAMAULIPAS,22.0,MATAMOROS,MATAMOROS
SIN,NORESTE,MATAMOROS,06VHE-138,Valle Hermoso,138.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,MATAMOROS,GOLFO NORTE,28.0,TAMAULIPAS,22.0,MATAMOROS,MATAMOROS
SIN,NORESTE,MONCLOVA,06AEO-115,Acero,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,MONCLOVA,GOLFO NORTE,5.0,COAHUILA DE ZARAGOZA,18.0,MONCLOVA,MONTERREY
SIN,NORESTE,MONCLOVA,06AHM-400,Ahmsa,400.0,Directamente Modelada,Indirectamente Modelada,No Aplica,Indirectamente Modelada,COAHUILA,NORESTE,MONCLOVA,GOLFO NORTE,5.0,COAHUILA DE ZARAGOZA,18.0,MONCLOVA,MONTERREY
SIN,NORESTE,MONCLOVA,06FRO-115,Frontera,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,MONCLOVA,GOLFO NORTE,5.0,COAHUILA DE ZARAGOZA,10.0,FRONTERA,MONTERREY
SIN,NORESTE,MONCLOVA,06GRA-115,Granjas,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,MONCLOVA,GOLFO NORTE,5.0,COAHUILA DE ZARAGOZA,18.0,MONCLOVA,MONTERREY
SIN,NORESTE,MONCLOVA,06MON-115,Monclova,115.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,Indirectamente Modelada,COAHUILA,NORESTE,MONCLOVA,GOLFO NORTE,5.0,COAHUILA DE ZARAGOZA,18.0,MONCLOVA,MONTERREY
SIN,NORESTE,MONCLOVA,06MON-230,Monclova,230.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,COAHUILA,NORESTE,MONCLOVA,GOLFO NORTE,5.0,COAHUILA DE ZARAGOZA,18.0,MONCLOVA,MONTERREY
SIN,NORESTE,MONCLOVA,06TKS-115,Teksid,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,MONCLOVA,GOLFO NORTE,5.0,COAHUILA DE ZARAGOZA,10.0,FRONTERA,MONTERREY
SIN,NORESTE,MONCLOVA,06XOC-115,Xochitilli,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,MONCLOVA,GOLFO NORTE,5.0,COAHUILA DE ZARAGOZA,18.0,MONCLOVA,MONTERREY
SIN,NORESTE,MONTEMORELOS,06ALN-115,Allende,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,MONTEMORELOS,GOLFO NORTE,19.0,NUEVO LEON,4.0,ALLENDE,MONTERREY
SIN,NORESTE,MONTEMORELOS,06LAJ-115,Lajas,115.0,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,MONTERREY,NORESTE,MONTEMORELOS,GOLFO NORTE,19.0,NUEVO LEON,33.0,LINARES,MONTERREY
SIN,NORESTE,MONTEMORELOS,06LDA-115,Ladrillera,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,MONTEMORELOS,GOLFO NORTE,19.0,NUEVO LEON,38.0,MONTEMORELOS,MONTERREY
SIN,NORESTE,MONTEMORELOS,06LSN-115,Linares,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,MONTEMORELOS,GOLFO NORTE,19.0,NUEVO LEON,33.0,LINARES,MONTERREY
SIN,NORESTE,MONTEMORELOS,06MSI-115,Misiones,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,MONTEMORELOS,GOLFO NORTE,19.0,NUEVO LEON,39.0,MONTERREY,MONTERREY
SIN,NORESTE,MONTEMORELOS,06MTN-115,Montemorelos,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,MONTEMORELOS,GOLFO NORTE,19.0,NUEVO LEON,38.0,MONTEMORELOS,MONTERREY
SIN,NORESTE,MONTEMORELOS,06VDS-115,Villa de Santiago,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,MONTEMORELOS,GOLFO NORTE,19.0,NUEVO LEON,49.0,SANTIAGO,MONTERREY
SIN,NORESTE,MONTERREY,06ACM-115,Alcali Maniobras,115.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19.0,NUEVO LEON,48.0,SANTA CATARINA,MONTERREY
SIN,NORESTE,MONTERREY,06AME-115,Americas,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19.0,NUEVO LEON,21.0,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06APO-115,Apodaca,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19.0,NUEVO LEON,6.0,APODACA,MONTERREY
SIN,NORESTE,MONTERREY,06ARV-115,Arcovial,115.0,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19.0,NUEVO LEON,18.0,GARCIA,MONTERREY
SIN,NORESTE,MONTERREY,06AUS-115,San Agustin,115.0,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19.0,NUEVO LEON,19.0,SAN PEDRO GARZA GARCIA,MONTERREY
SIN,NORESTE,MONTERREY,06BER-115,San Bernabe,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19.0,NUEVO LEON,39.0,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06BLH-115,Black Hawk,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19.0,NUEVO LEON,48.0,SANTA CATARINA,MONTERREY
SIN,NORESTE,MONTERREY,06BRE-115,Brembo,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19.0,NUEVO LEON,6.0,APODACA,MONTERREY
SIN,NORESTE,MONTERREY,06CAT-115,Santa Catarina,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19.0,NUEVO LEON,48.0,SANTA CATARINA,MONTERREY
SIN,NORESTE,MONTERREY,06CBO-115,Cumbre Oriente,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19.0,NUEVO LEON,39.0,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06CCL-115,El Cuchillo,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19.0,NUEVO LEON,13.0,CHINA,MONTERREY
SIN,NORESTE,MONTERREY,06CDU-400,Central Dulces Nombres,400.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19.0,NUEVO LEON,41.0,PESQUERIA,MONTERREY
SIN,NORESTE,MONTERREY,06CEL-115,Celulosa,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19.0,NUEVO LEON,39.0,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06CEM-115,Cementos Mexicanos,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19.0,NUEVO LEON,39.0,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06CER-115,Cerralvo,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,CERRALVO,GOLFO NORTE,19.0,NUEVO LEON,11.0,CERRALVO,MONTERREY
SIN,NORESTE,MONTERREY,06CFD-115,Cienega de Flores Dos,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19.0,NUEVO LEON,12.0,CIENEGA DE FLORES,MONTERREY
SIN,NORESTE,MONTERREY,06CIS-115,Carplastic,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19.0,NUEVO LEON,39.0,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06CMN-115,Cumbres Poniente,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19.0,NUEVO LEON,39.0,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06CNY-115,Contry,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19.0,NUEVO LEON,39.0,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06DNA-115,Dinastia,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19.0,NUEVO LEON,39.0,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06DON-115,Santo Domingo,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19.0,NUEVO LEON,46.0,SAN NICOLAS DE LOS GARZA,MONTERREY
SIN,NORESTE,MONTERREY,06DTL-115,Dal Tile,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19.0,NUEVO LEON,48.0,SANTA CATARINA,MONTERREY
SIN,NORESTE,MONTERREY,06ECN-115,El Canada,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19.0,NUEVO LEON,21.0,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06EHN-230,Entronque Hylsa Norte,230.0,Directamente Modelada,No Aplica,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19.0,NUEVO LEON,6.0,APODACA,MONTERREY
SIN,NORESTE,MONTERREY,06ESC-115,Escobedo,115.0,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19.0,NUEVO LEON,21.0,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06ESC-230,Escobedo,230.0,No Aplica,No Aplica,No Aplica,Indirectamente Modelada,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19.0,NUEVO LEON,21.0,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06ESC-400,Escobedo,400.0,No Aplica,No Aplica,Directamente Modelada,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19.0,NUEVO LEON,21.0,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06EST-115,Parque Industrial Estrella,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19.0,NUEVO LEON,21.0,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06ETZ-115,Estanzuela,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19.0,NUEVO LEON,39.0,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06FAI-400,El Fraile,400.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19.0,NUEVO LEON,10.0,EL CARMEN,MONTERREY
SIN,NORESTE,MONTERREY,06FAR-115,Faro,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19.0,NUEVO LEON,39.0,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06FIG-115,Finsa Guadalupe,115.0,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19.0,NUEVO LEON,26.0,GUADALUPE,MONTERREY
SIN,NORESTE,MONTERREY,06FUG-115,Felix U. Gomez,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19.0,NUEVO LEON,39.0,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06FUN-115,Fundidora,115.0,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19.0,NUEVO LEON,39.0,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06GAC-115,Garcia,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19.0,NUEVO LEON,18.0,GARCIA,MONTERREY
SIN,NORESTE,MONTERREY,06GDL-115,Guadalupe,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19.0,NUEVO LEON,26.0,GUADALUPE,MONTERREY
SIN,NORESTE,MONTERREY,06GRS-115,Girasoles,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19.0,NUEVO LEON,21.0,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06HUI-115,Huinala,115.0,No Aplica,Indirectamente Modelada,Directamente Modelada,Indirectamente Modelada,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19.0,NUEVO LEON,6.0,APODACA,MONTERREY
SIN,NORESTE,MONTERREY,06HUI-230,Huinala,230.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19.0,NUEVO LEON,6.0,APODACA,MONTERREY
SIN,NORESTE,MONTERREY,06HUO-400,Huinala Dos,400.0,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19.0,NUEVO LEON,6.0,APODACA,MONTERREY
SIN,NORESTE,MONTERREY,06HYM-400,Hylsa Maniobras,400.0,Directamente Modelada,No Aplica,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19.0,NUEVO LEON,46.0,SAN NICOLAS DE LOS GARZA,MONTERREY
SIN,NORESTE,MONTERREY,06JAN-115,San Juan,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19.0,NUEVO LEON,31.0,JUAREZ,MONTERREY
SIN,NORESTE,MONTERREY,06JCC-115,Johnson Controls,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19.0,NUEVO LEON,21.0,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06JEP-115,Jeronimo Potencia,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19.0,NUEVO LEON,39.0,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06JNO-115,Juarez Norte,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19.0,NUEVO LEON,31.0,JUAREZ,MONTERREY
SIN,NORESTE,MONTERREY,06JOR-115,San Jorge,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19.0,NUEVO LEON,46.0,SAN NICOLAS DE LOS GARZA,MONTERREY
SIN,NORESTE,MONTERREY,06JZO-115,Josefa Zozaya,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19.0,NUEVO LEON,26.0,GUADALUPE,MONTERREY
SIN,NORESTE,MONTERREY,06KGP-115,Kalos Guadalupe,115.0,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19.0,NUEVO LEON,26.0,GUADALUPE,MONTERREY
SIN,NORESTE,MONTERREY,06KMG-115,Kemet Guadalupe Monterrey,115.0,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19.0,NUEVO LEON,26.0,GUADALUPE,MONTERREY
